,Unnamed: 0,movieId,title,genres,imdbId,tmdbId,poster,desciption
2858,2858,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438,856.0,https://image.tmdb.org/t/p/w500/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect."
2859,2859,2988,Melvin and Howard (1980),Drama,81150,38772.0,https://image.tmdb.org/t/p/w500/1oN3ZQPyJcSqoj0An39FSD8VFmC.jpg,"The story of hard-luck Melvin Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes."
2860,2860,2989,For Your Eyes Only (1981),Action|Adventure|Thriller,82398,699.0,https://image.tmdb.org/t/p/w500/xV4Nnr6DjjERlqNikqDQX8LUgua.jpg,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.
2861,2861,2990,Licence to Kill (1989),Action|Adventure|Thriller,97742,709.0,https://image.tmdb.org/t/p/w500/8nzJve63EXA79HGAyidZwivZrQ2.jpg,"After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside."
2862,2862,2991,Live and Let Die (1973),Action|Adventure|Thriller,70328,253.0,https://image.tmdb.org/t/p/w500/39qkrjqMZs6utwNmihVImC3ghas.jpg,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.
2863,2863,2992,Rawhead Rex (1986),Horror|Thriller,91829,13511.0,https://image.tmdb.org/t/p/w500/vIEaIVlV5XRIUVoaptsymIexaL2.jpg,"Ireland will never be the same after Rawhead Rex, a particularly nasty demon, is released from his underground prison by an unwitting farmer. The film follows Rex's cross country rampage, while a man struggles to stop it."
2864,2864,2993,Thunderball (1965),Action|Adventure|Thriller,59800,660.0,https://image.tmdb.org/t/p/w500/wCc4qllaTDsQN8zgGkAgQrKO6N9.jpg,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.
2865,2865,2994,"City, The (Ciudad, La) (1998)",Drama,168589,46798.0,https://image.tmdb.org/t/p/w500/bFZVYRZCpDcXZEQUKlzUIeXHLDW.jpg,The stories of four Hispanic immigrants living in New York City.
2866,2866,2995,House on Haunted Hill (1999),Horror|Thriller,185371,11377.0,https://image.tmdb.org/t/p/w500/weiGTsZqBglKxkIn5xj1nEjxn81.jpg,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.
2867,2867,2996,Music of the Heart (1999),Drama,166943,26149.0,https://image.tmdb.org/t/p/w500/maqYjELEaeCr3EtN7KNLTAwycS5.jpg,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.
2868,2868,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,120601,492.0,https://image.tmdb.org/t/p/w500/vKVUsumbCzK5Kn3aDpKM4EizKCA.jpg,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body."
2869,2869,2998,Dreaming of Joseph Lees (1999),Drama|Romance,144178,108346.0,https://image.tmdb.org/t/p/w500/xiDtcNXOhSPcjFcnX6BUTWiws3B.jpg,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love as a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devises a gruesome scheme in order to force her to stay and look after him."
2870,2870,2999,Man of the Century (1999),Comedy,154827,98480.0,https://image.tmdb.org/t/p/w500/hBQNTz2MJLuK4u6pgzjxpXMqI5e.jpg,"Fantasy-comedy about a young man who lives as if it is 1928 or so, and his encounters with modern-day women and modern-day criminals."
2871,2871,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,119698,128.0,https://image.tmdb.org/t/p/w500/cMYCDADoLKLbB83g4WnJegaZimC.jpg,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict."
2872,2872,3001,"Suburbans, The (1999)",Drama,157075,46286.0,https://image.tmdb.org/t/p/w500/meQUL49dy2A5f89hnDG22Pra2An.jpg,"The Suburbans, a one-hit-wonder new wave band from the '80s, reunite at their bassist's wedding, where a promising young record executive sees the ensemble perform. When she encourages them to launch a revival, the group must weigh their dreams of fame and fortune against the reality of their relatively quiet domestic lives."
2873,2873,3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,200849,8672.0,https://image.tmdb.org/t/p/w500/aipkPgZVlTqqACWHHeHbIHqoQbs.jpg,"A film that describes the love-hate relationship between Werner Herzog and Klaus Kinski, the deep trust between the director and the actor, and their independently and simultaneously hatched plans to murder one another."
2874,2874,3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,170705,8056.0,https://image.tmdb.org/t/p/w500/anUwgyVrC7kUwN5OliazbC5qBfr.jpg,"In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine."
2875,2875,3004,"Bachelor, The (1999)",Comedy|Romance,120596,2020.0,https://image.tmdb.org/t/p/w500/lhDn0yzCDkVCzHEtoLdASSLDHxn.jpg,"Jimmie is seeing his single friends get married one by one. He isn't too worried until his girlfriend Anne catches the bouquet at his friend Marco's wedding. Suddenly, his wild mustang days are numbered. He finally decides to propose to her, but he sticks his foot in his mouth and botches the proposal. Being insulted by the defeatist proposal, Anne leaves town on an assignment. After she's gone, he finds out that his recently-deceased grandfather's will stipulates that he gets nothing of a multi-million dollar fortune unless he's married by 6:05pm on his 30th birthday: tomorrow! Not being able to find Anne, Jimmie begins backtracking through his past girlfriends to find a wife."
2876,2876,3005,"Bone Collector, The (1999)",Thriller,145681,9481.0,https://image.tmdb.org/t/p/w500/7atMCqRaDpAOnGsteTRm17zmvN3.jpg,"Lincoln Rhyme was the department's top homicide detective and leading expert in criminal forensics until an injury left him paralyzed, depressed, and incapable of working. But when a gruesome murder in Manhattan leaves detectives baffled, they call on Rhyme to help solve the mystery. Amelia Donaghy, a rookie cop whose quick thinking preserved a gruesome murder scene, is enlisted by Rhyme to be his on-the-scene forensics expert. With Amelia reluctantly acting as Rhyme's able-bodied go-between, the pair piece together cryptic clues the killer leaves behind at the scene of the crime, hoping to catch the grisly serial killer."
2877,2877,3006,"Insider, The (1999)",Drama|Thriller,140352,9008.0,https://image.tmdb.org/t/p/w500/jJCyIBPfvk41uETq6K6u4upyGO8.jpg,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
2878,2878,3007,American Movie (1999),Documentary,181288,14242.0,https://image.tmdb.org/t/p/w500/y8dJgWr1HeW0RRxwANDWvgIXdsF.jpg,"American Movie is the story of filmmaker Mark Borchardt, his mission, and his dream. Spanning over two years of intense struggle with his film, his family, financial decline, and spiritual crisis, American Movie is a portrayal of ambition, obsession, excess, and one man's quest for the American Dream."
2879,2879,3008,Last Night (1998),Drama|Sci-Fi,156729,16129.0,https://image.tmdb.org/t/p/w500/hlPBctls7n03GOj3qDjFWWzCiFt.jpg,"Various citizens of Toronto anxiously await the end of the world, which is occurring at the stroke of midnight on New Year's Day."
2880,2880,3009,Portraits Chinois (1996),Drama,117365,104103.0,https://image.tmdb.org/t/p/w500/jJHbhLMXfdJloeqWCdmBPoTqLPD.jpg,"Ada and Lise are both costume designers, the first is around 20, the other around 30. Both are working hard on their break through. There are also jobs for the movies. This is where Lise meets producer Alphonse, who is nearly 20 years older than she. Because he is unhappy with his girlfriend a secret relationship evolves. Ada has problems as well, but she's not the only one. There are also the young Emma and Nina, as well as Yves and Guido - enough people to get into complicated relationship entanglements."
2881,2881,3010,Rosetta (1999),Drama,200071,11489.0,https://image.tmdb.org/t/p/w500/buwLjQPPA9FaATvKzeAppLXiGMB.jpg,"Young, impulsive Rosetta lives a hard and stressful life as she struggles to support herself and her alcoholic mother. Refusing all charity, she is desperate to maintain a dignified job."
2882,2882,3011,"They Shoot Horses, Don't They? (1969)",Drama,65088,28145.0,https://image.tmdb.org/t/p/w500/7wVLBgriOQpT5RrufAFCdCSUp7M.jpg,"In the midst of the Great Depression, manipulative emcee Rocky enlists contestants for a dance marathon offering a $1,500 cash prize. Among them are a failed actress, a middle-aged sailor, a delusional blonde and a pregnant girl."
2883,2883,3012,Battling Butler (1926),Comedy,16630,51371.0,https://image.tmdb.org/t/p/w500/7MVdo4OyzIcwycN58J9n855ggoS.jpg,A meek millionaire masquerades as a boxing star to win a girl's heart.
2884,2884,3013,Bride of Re-Animator (1990),Comedy|Horror,99180,18111.0,https://image.tmdb.org/t/p/w500/7t9PmI65umna8yq0BPU9YoKn62I.jpg,"Unperturbed by the disastrous outcome of his previous meddling with the dead, Dr. West continues his research into the phenomenon of re-animation; only this time, he plans to create life – starting with the heart of his young protégé Dan's dearly deceased Meg Halsey."
2885,2885,3014,Bustin' Loose (1981),Comedy,82121,31361.0,https://image.tmdb.org/t/p/w500/dOs3shYBvRjXG0XSdyKfh47iyYQ.jpg,"After ex-con Joe Braxton violates his probation, he is given a second chance. All he has to do is drive a group of special kids across the country."
2886,2886,3015,Coma (1978),Thriller,77355,11223.0,https://image.tmdb.org/t/p/w500/kNMfXPm1f8OgVYFU4aEhmP9TJzO.jpg,A young female doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.
2887,2887,3016,Creepshow (1982),Horror,83767,16281.0,https://image.tmdb.org/t/p/w500/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia."
2888,2888,3017,Creepshow 2 (1987),Horror,92796,16288.0,https://image.tmdb.org/t/p/w500/x8vMzaVwjlVuf7eI0gTgf5i2Rfh.jpg,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker."
2889,2889,3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,89885,1694.0,https://image.tmdb.org/t/p/w500/1hY6AUl92cL9GdZx031UWFiGETt.jpg,"Conducting clandestine experiments within the morgue at Miskatonic University, scientist Herbert West reveals to a fellow graduate student his groundbreaking work concerning the re-animation of fresh corpses."
2890,2890,3019,Drugstore Cowboy (1989),Crime|Drama,97240,476.0,https://image.tmdb.org/t/p/w500/2bQXK39axyedUL6DE1pzdMYgAw1.jpg,"Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever."
2891,2891,3020,Falling Down (1993),Action|Drama,106856,37094.0,https://image.tmdb.org/t/p/w500/7ujqyF96Zg3rfrsh9M0cEF0Yzqj.jpg,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
2892,2892,3021,"Funhouse, The (1981)",Horror,82427,13555.0,https://image.tmdb.org/t/p/w500/wD4sFKDB9e5Sq3kfPhafCcYXdoS.jpg,"Rebellious teen Amy defies her parents by going to a trashy carnival that has pulled into town. In tow are her boyfriend, Buzz, and their friends Liz  and Richie. Thinking it would be fun to spend the night in the campy ""Funhouse"" horror ride, the teens witness a murder by a deformed worker wearing a mask. Locked in, Amy and her friends must evade the murderous carnival workers and escape before it leaves town the next day."
2893,2893,3022,"General, The (1926)",Comedy|War,17925,961.0,https://image.tmdb.org/t/p/w500/nIp4gIXogCjfB1QABNsWwa9gSca.jpg,"During America’s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle."
2894,2894,3023,My Best Girl (1927),Comedy|Romance,18183,73969.0,https://image.tmdb.org/t/p/w500/30K2vL1L4TnTmAlZQj3ArUxHdgj.jpg,"Joe Merrill, son of the millionaire owner of a chain of 5 and 10 cent stores, poses as Joe Grant, and takes a job in the stockroom of one of his father's stores, to prove that he can be a success without his father's influence. There he meets stockroom girl Maggie Johnson, and they fall in love. This causes problems, because Mrs. Merrill had planned for her son to marry Millicent Rogers, a high society girl."
2895,2895,3024,Piranha (1978),Horror|Sci-Fi,78087,24831.0,https://image.tmdb.org/t/p/w500/oaz0Le3fT3R8jzlkXkNV7JAsd7x.jpg,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal."
2896,2896,3025,Rough Night in Jericho (1967),Western,62218,64963.0,https://image.tmdb.org/t/p/w500/uOszr5FKGJyHqXdN8uhx5qikbr7.jpg,"The only business in the Wild West town of Jericho that corrupt sheriff Alex Flood doesn't control behind the scenes is the stagecoach owned by tough-willed widow Molly Lang and her right-hand man, Hickman. Former marshal Dolan, recently hired by Lang and Hickman as a driver, wants to stay out of the mess, but when he sees Flood's henchman Yarbrough assault Lang, he steps up to fight the corruption."
2897,2897,3026,Slaughterhouse (1987),Comedy|Horror,93990,85160.0,https://image.tmdb.org/t/p/w500/8k7w4Jh9KWMqCoZzpBaoZPzqNdr.jpg,"Faced with the town lawyer, the sheriff, and a rival slaughterhouse owner trying to purchase his land, Lester Bacon decides to take matters into his own hands, ordering his hulking and mentally deranged son to permanently dispose of anyone who conspires against them."
2898,2898,3028,"Taming of the Shrew, The (1967)",Comedy,61407,25560.0,https://image.tmdb.org/t/p/w500/2LpU3kyg1PowiQoEHf7oUXOUmVa.jpg,"Italy, 16th century. Petruchio, a choleric, lying and poor rural landowner from Verona, arrives in Padua in search of fortune and a wife, while Baptista, a wealthy merchant, announces that he will not allow Bianca, his youngest daughter, to marry until the temperamental and unruly Katherina, his eldest daughter, does."
2899,2899,3029,Nighthawks (1981),Action|Drama,82817,21610.0,https://image.tmdb.org/t/p/w500/EuWOvbS7GdbXuYhRwFXgUGIRFd.jpg,"When one of Europe's most lethal terrorists shows up in New York, an elite undercover cop is assigned to take him down by any means necessary."
2900,2900,3030,Yojimbo (1961),Action|Adventure,55630,11878.0,https://image.tmdb.org/t/p/w500/tN7kYPjRhDolpui9sc9Eq9n5b2O.jpg,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men."
2901,2901,3031,Repossessed (1990),Comedy,100475,11510.0,https://image.tmdb.org/t/p/w500/9NHDKth0haJJ3WFExi5PI5zmx9I.jpg,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV."
2902,2902,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,67525,11234.0,https://image.tmdb.org/t/p/w500/qlt65C43HeoDm5K5gYBtT20OeA1.jpg,"Due to an experimental vaccine, Dr. Robert Neville is the only human survivor of an apocalyptic war waged with biological weapons. Besides him, only a few hundred deformed, nocturnal people remain - sensitive to light, and homicidally psychotic."
2903,2903,3033,Spaceballs (1987),Comedy|Sci-Fi,94012,957.0,https://image.tmdb.org/t/p/w500/cIbr9JRJX4jENulVETd4cAofTAA.jpg,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?"
2904,2904,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,70608,11886.0,https://image.tmdb.org/t/p/w500/x9AvkYek0bGdxQSZ8W3lAjGrREm.jpg,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men."
2905,2905,3035,Mister Roberts (1955),Comedy|Drama|War,48380,37853.0,https://image.tmdb.org/t/p/w500/5B8Gc1N2S3CDWHBzm0VxaMPTyzJ.jpg,Mr. Roberts is a Navy officer who's yearning for battle but is stuck in the backwaters of World War II on a non-commissioned ship run by the bullying Captain Morton.
2906,2906,3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,82484,62204.0,https://image.tmdb.org/t/p/w500/tyzW1M00xfHKNtmTlT6wJ3F4pNr.jpg,"In the prehistoric world, a Cro-Magnon tribe depends on an ever-burning source of fire, which eventually extinguishes. Lacking the knowledge to start a new fire, the tribe sends three warriors on a quest for more. With the tribe's future at stake, the warriors make their way across a treacherous landscape full of hostile tribes and monstrous beasts. On their journey, they encounter Ika, a woman who has the knowledge they seek."
2907,2907,3037,Little Big Man (1970),Western,65988,11040.0,https://image.tmdb.org/t/p/w500/pLvUVqadEI9cPrRlTru6ee71EWU.jpg,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer."
2908,2908,3038,"Face in the Crowd, A (1957)",Drama,50371,21849.0,https://image.tmdb.org/t/p/w500/iKCLk4Ec6ahc7ofnGHCzm7EYjri.jpg,The rise of a raucous hayseed named Lonesome Rhodes from itinerant Ozark guitar picker to local media rabble-rouser to TV superstar and political king-maker. Marcia Jeffries is the innocent Sarah Lawrence girl who discovers the great man in a back-country jail and is the first to fall under his spell.
2909,2909,3039,Trading Places (1983),Comedy,86465,1621.0,https://image.tmdb.org/t/p/w500/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.
2910,2910,3040,Meatballs (1979),Comedy,79540,14035.0,https://image.tmdb.org/t/p/w500/mHiFuY3VLVoM1tj8vfpyds4Cago.jpg,"Tripper is the head counselor at a budget summer camp called Camp Northstar. In truth, he's young at heart and only marginally more mature than the campers themselves. Tripper befriends Rudy, a loner camper who has trouble fitting in. As Tripper inspires his young charges to defeat rival Camp Mohawk in the annual Olympiad competition, Rudy plays matchmaker between Tripper and Roxanne, a female counselor at Northstar."
2911,2911,3041,Meatballs Part II (1984),Comedy,87700,40771.0,https://image.tmdb.org/t/p/w500/uMhPQ6Nzt6TwqMvaBwRJz2b4t1a.jpg,"Camp Sasquatch will be bought out and closed unless owner Coach Giddy wins the boxing competition scheduled for the end of the summer. Tough city punk Flash, who's performing his community service time at the camp, is the coach's best hope. Flash reluctantly offers to help and so must use his raw sparring talents to get a motley group of adolescent misfits into fighting shape, while also trying to win the heart of pretty Cheryl."
2912,2912,3042,Meatballs III (1987),Comedy,93516,40772.0,https://image.tmdb.org/t/p/w500/2N9rjuNg5vgQhKGrQJQLEDX7s70.jpg,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.
2913,2913,3043,Meatballs 4 (1992),Comedy,104837,40773.0,https://image.tmdb.org/t/p/w500/7FAaceddynGpLPXKTus6TSUP9YQ.jpg,"Ricky is the hottest water-ski instructor around and has just been rehired by his former employer/camp to whip up attendance. Unfortunately, the camp is in serious financial trouble. The owner of a rival, more popular camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the score once and for all."
2914,2914,3044,Dead Again (1991),Mystery|Romance|Thriller,101669,11498.0,https://image.tmdb.org/t/p/w500/kLNFbrEIb0FmgAVze6qnhrbMBqt.jpg,"In 1949, composer Roman Strauss is executed for the murder of his wife. In 1990s Los Angeles, a detective comes across a mute amnesiac woman who is somehow linked to the Strauss murder."
2915,2915,3045,Peter's Friends (1992),Comedy|Drama,105130,11790.0,https://image.tmdb.org/t/p/w500/5HbfD84cSVKFL8Qz1oi0o7R6C1m.jpg,"After inheriting a large country estate from his late father, Peter invites his friends from college: married couple Roger and Mary, the lonely Maggie, fashionable Sarah, and writer Andrew, who brings his American TV star wife, Carol. Sarah's new boyfriend, Brian, also attends. It has been 10 years since college, and they find their lives are very different."
2916,2916,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,113416,29371.0,https://image.tmdb.org/t/p/w500/dPbYJaH1j7sgj1NuA4VRyb7O4Mt.jpg,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.
2917,2917,3047,Experience Preferred... But Not Essential (1982),Drama,83911,276635.0,https://image.tmdb.org/t/p/w500/6RSeUO3nDh48PzDUeqBuRUwIn5j.jpg,"A shy, introverted young girl takes a summer job at a seaside resort in Wales, where she finds the staff, the owners and patrons unlike anyone she has ever met before."
2918,2918,3048,Under the Rainbow (1981),Comedy,83254,47941.0,https://image.tmdb.org/t/p/w500/mCdXzpghn4tPz6hbQcvS2UwOh1C.jpg,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins. Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion."
2919,2919,3049,How I Won the War (1967),Comedy|War,61789,29048.0,https://image.tmdb.org/t/p/w500/m3m6WC9JEKpCNht26OcFEDVU3V1.jpg,An inept British WWII commander leads his troops to a series of misadventures in North Africa and Europe.
2920,2920,3050,Light It Up (1999),Drama,172726,19052.0,https://image.tmdb.org/t/p/w500/sHbII8OHz2uoyOpPAVYe0LIJcdN.jpg,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant."
2921,2921,3051,Anywhere But Here (1999),Comedy|Drama,149691,21349.0,https://image.tmdb.org/t/p/w500/2DNtxmXkotuaJexU57geTLIPnQf.jpg,"Single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways."
2922,2922,3052,Dogma (1999),Adventure|Comedy|Fantasy,120655,1832.0,https://image.tmdb.org/t/p/w500/xI5beD8Td79E2uZNAxgd1gWWOEd.jpg,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loophole and reenter Heaven.
2923,2923,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,151137,10047.0,https://image.tmdb.org/t/p/w500/bR16gmwgnCD5e5UWPZHc1BsOsV0.jpg,"In 1429, a French teenager stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. As she reclaims God's diminished kingdom, this courageous young woman has various amazing victories until her violent and untimely death."
2924,2924,3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,190641,10228.0,https://image.tmdb.org/t/p/w500/6YPzBcMH0aPNTvdXNCDLY0zdE1g.jpg,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before."
2925,2925,3055,Felicia's Journey (1999),Thriller,165773,47692.0,https://image.tmdb.org/t/p/w500/itqEwiINuYvaqvFKw5YWitnqAUc.jpg,"Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks unsettling secret."
2926,2926,3056,Oxygen (1999),Crime|Drama|Thriller,160620,18561.0,https://image.tmdb.org/t/p/w500/9qejeCJ2lUevfwRdwdGADuoFX0X.jpg,"When housewife Frances Hannon is abducted and buried alive, detective Madeline Foster is brought in. With only 24 hours before Frances' oxygen runs out, Madeline pursues the trail laid by a killer calling himself Harry Houdini. After capturing him, Madeline brings Harry back to the police station, but is unable to get him to confess where Frances is buried. As time runs down, Harry gets inside the head of unstable, alcoholic Madeline."
2927,2927,3057,Where's Marlowe? (1998),Comedy,118150,144953.0,https://image.tmdb.org/t/p/w500/lBYQEQidyOkL5VI59FRHVmoMC4z.jpg,"After making a disastrous 3-hour documentary on New York City's water supply, two young filmmakers focus on the goings-on of life in the LA offices of Boone and Murphy, private investigators. Cheating husbands and missing dogs fail to bring in the big bucks, however, and after sleeping with the wife of one of their clients, Murphy leaves. To stop Boone from having to close down the business, the filmmakers must resort to a more hands-on approach in the investigations to ensure the completion of their movie."
2928,2928,3058,"Ape, The (1940)",Horror|Sci-Fi,32215,37426.0,https://image.tmdb.org/t/p/w500/kXb0rlowlyXOriVMaEhpqBzmySk.jpg,"Dr. Bernard Adrian is a kindly scientist who seeks to cure a young woman's polio. He needs human spinal fluid to complete the formula for his experimental serum. Meanwhile, a vicious circus ape has broken out of its cage, and is terrorizing the townspeople. Can there be a connection?"
2929,2929,3059,British Intelligence (1940),Drama,32283,51787.0,https://image.tmdb.org/t/p/w500/bD2ET0q1eVjJnDDLQ3egApB71fL.jpg,"During WWI pretty German master spy Helene von Lorbeer is sent undercover to London to live with the family of a high-placed British official where she is to rendezvous with the butler Valdar, also a spy, and help him transmit secret war plans back to Germany."
2930,2930,3060,"Commitments, The (1991)",Comedy|Drama|Musical,101605,11663.0,https://image.tmdb.org/t/p/w500/iccBDq9aS1gwi6b8aJjBgPU4t2D.jpg,"Jimmy Rabbitte, just a thick-ya out of school, gets a brilliant idea: to put a soul band together in Barrytown, his slum home in north Dublin. First he needs musicians and singers: things slowly start to click when he finds three fine-voiced females virtually in his back yard, a lead singer (Deco) at a wedding, and, responding to his ad, an aging trumpet player, Joey ""The Lips"" Fagan."
2931,2931,3061,Holiday Inn (1942),Comedy|Musical,34862,13485.0,https://image.tmdb.org/t/p/w500/7eZzwqLM1w1Mljg60rzB1zr27lu.jpg,"Lovely Linda Mason has crooner Jim Hardy head over heels, but suave stepper Ted Hanover wants her for his new dance partner after fickle Lila Dixon gives him the brush. Jim's supper club, Holiday Inn, is the setting for the chase by Hanover and his manager."
2932,2932,3062,"Longest Day, The (1962)",Action|Drama|War,56197,9289.0,https://image.tmdb.org/t/p/w500/5zmvEofdIlgXrQl9A7e5IOzlnFU.jpg,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day"""
2933,2933,3063,Poison Ivy (1992),Drama|Thriller,105156,9264.0,https://image.tmdb.org/t/p/w500/igwGf0qNka1qH1HPijgbABfUfB4.jpg,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.
2934,2934,3064,Poison Ivy: New Seduction (1997),Drama|Thriller,119908,18222.0,https://image.tmdb.org/t/p/w500/l9Z43sz0qjTrmDjXRlChIVoH1JB.jpg,A sinister seductress vows to destroy a suburban family.
2935,2935,3065,Nothing to Lose (a.k.a. Ten Benny) (1996),Drama,114008,124853.0,https://image.tmdb.org/t/p/w500/g3XmEqaUx8otzoLEFYSayXs2BmQ.jpg,"The story of a young shoe salesman whose overestimation of his own sharpness leads to gambling debts, pissed-off loan sharks, and overall misery."
